txn_id,value_date,narration,debit,credit,balance,bank_ref,bank
TXN00000399,13-06-2026,UPI/300000000394/Payment from/calicutpol@apl/SBIN,,195979.20,115652401.00,S80855563,ICICI
TXN00000400,01-07-2026,MMT/IMPS/300000000395/Salem Software Ser/AXIS,,189469.50,115841870.50,S90517094,ICICI
TXN00000401,30-08-2026,MMT/IMPS/300000000396/SURAT DIAGNOSTICS/ICIC,,117745.65,115959616.15,S67379501,ICICI
TXN00000402,07-08-2026,NEFT/ICICR52023081808/SOLAPUR AGRO EXPORTS PRIVATE LIMITED,,314263.62,116273879.77,S19888711,ICICI
TXN00000403,08/06/26,UPI-UDAIPUR ENTERPRI-UDAIPURENT@OKHDFCBANK-6215346569,,336610.85,116610490.62,2866709947,HDFC
TXN00000404,26-08-2026,MMT/IMPS/300000000399/KANPUR CONTAINERS PVT LTD/SBIN,,242632.12,116853122.74,S75014206,ICICI
TXN00000405,11/07/26,RTGS-HDFC0009812-ERNAKULAM ENGINEERING PVT LTD-4119291194,,90845.69,116943968.43,7707399601,HDFC
TXN00000406,25-07-2026,UPI/8839821092/NPA/narmadapla@ibl,,107616.03,117051584.46,S85208801,ICICI
TXN00000407,27/06/26,NEFT-HDFC0004567-GODAVARI FOODS PVT LTD-300000000402,,13878.59,117065463.05,8540175359,HDFC
TXN00000408,07-06-2026,NEFT-ICICR52023081907-Coimbatore Paper Mills Pvt Ltd,,28364.69,117093827.74,S66441347,ICICI
TXN00000409,18/08/26,RTGS-HDFC0004567-KRISHNAENGINEERINGPVTLTD-300000000404,,330775.86,117424603.60,4321468925,HDFC
TXN00000410,22-07-2026,NEFT-ICICR52024117840-NASHIK POLYMERS PR,,141522.69,117566126.29,S22662453,ICICI
TXN00000411,06/07/26,IMPS-300000000406-INDORE METALS LIMITED-AXIS,,188978.78,117755105.07,1833366995,HDFC
TXN00000412,03/06/26,RTGS-HDFC0004567-JALANDHAR  HANDICRAFTS PVT-4634923242,,317565.73,118072670.80,6408228496,HDFC
TXN00000413,01-08-2026,NEFT-ICICR52023081755-KOLHAPUR PHARMACEU,,107164.33,118179835.13,S18180726,ICICI
TXN00000414,02-06-2026,NEFT-ICICR52024560373-Udaipur Paper Mills,,249192.97,118429028.10,S85380496,ICICI
TXN00000415,09-08-2026,BIL/ONL/6801645962/CSL,,301623.35,118730651.45,S34465392,ICICI
TXN00000416,14/08/26,RTGS-HDFC0000123-CUTTACK CERAMICS  PVT LTD-7793421187/ ,,329404.19,119060055.64,4982982941,HDFC
TXN00000417,15/08/26,NEFT CR-HDFC0009812-KANPUR BEARINGS LI-UTR300000000412,,208113.48,119268169.12,9146544160,HDFC
TXN00000418,23/08/26,UPI-DHANBAD HOSPITALITY PVT LTD-DHANBADHOS@APL-2341096948-PAYMENT FROM DHP,,34301.86,119302470.98,3419890717,HDFC
TXN00000419,13-06-2026,UPI/300000000414/AHL/anantapurh@ibl,,338317.17,119640788.15,S61471833,ICICI
TXN00000420,07/08/26,NEFT CR-HDFC0002341-UDAIPUR ENTERPRISES INDIA PRIVATE LIMITED-UTR6772949740/,,347971.22,119988759.37,7685138891,HDFC
TXN00000421,18/08/26,UPI-UDAIPUR METALS LIMITED-UDAIPURMET@OKAXIS-300000000416-PAYMENT FROM UML,,68011.27,120056770.64,7179030865,HDFC
TXN00000422,17-07-2026,UPI/300000000417/JMP/jalandharm@ybl,,438806.98,120495577.62,S99925362,ICICI
TXN00000423,12/07/26,NEFT-HDFC0009812-ERNAKULAM LOGISTICS-300000000418,,86089.23,120581666.85,9476655674,HDFC
TXN00000424,24/08/26,NEFT CR-HDFC0000123-RAJKOT SOFTWARE SERVICES PRIVATE LIMITED-UTR300000000419,,86638.95,120668305.80,5509454268,HDFC
TXN00000425,22/08/26,UPI-SILIGURI METALS LIMITED-SILIGURIME@YBL-300000000420,,172778.02,120841083.82,2994253582,HDFC
TXN00000426,12/06/26,ACH C-HUBLI PHARMACEUTICALS INDIA PRIVATE LIMITED-2103260977,,440197.98,121281281.80,1741248423,HDFC
TXN00000427,29-06-2026,UPI/9925303169/CRL/chennairef@apl,,156568.74,121437850.54,S83849750,ICICI
TXN00000428,25-06-2026,UPI/2491374155/Payment from/nagpurplas@okaxis/UTIB,,420096.05,121857946.59,S37572493,ICICI
TXN00000429,24-06-2026,UPI/6123105074/Payment from/aurangabad@paytm/UTIB,,276976.80,122134923.39,S28826077,ICICI
TXN00000430,02-06-2026,RTGS/ICICR52024117839/JODHPUR CERAMICS PVT LTD,,392542.74,122527466.13,S79072976,ICICI
TXN00000431,03-06-2026,UPI/7544665112/Payment from/gunturmedi@paytm/SBIN,,144746.98,122672213.11,S69307481,ICICI
TXN00000432,08-06-2026,BIL/ONL/300000000427/BLP,,81850.07,122754063.18,S60313073,ICICI
TXN00000433,06-08-2026,RTGS/ICICR52023081451/BHOPAL INFRA,,461159.58,123215222.76,S52360316,ICICI
TXN00000434,12-07-2026,NEFT/ICICR52023081158/NARMADA FOODS PVT LTD,,19462.89,123234685.65,S21292735,ICICI
TXN00000435,03-08-2026,RTGS/ICICR52023994506/CALICUT COLD STORAGE AND COMPANY,,216007.44,123450693.09,S10497075,ICICI
TXN00000436,08-08-2026,UPI/3517813013/Payment from/belgaument@okaxis/UTIB,,322875.00,123773568.09,S32100976,ICICI
TXN00000437,29/06/26,NEFT CR-HDFC0000123-SILIGURI LOGISTICS-UTR1597385567,,10248.30,123783816.39,8310690249,HDFC
TXN00000438,27-07-2026,BIL/ONL/300000000433/ADL,,7934.40,123791750.79,S16264155,ICICI
TXN00000439,27-06-2026,MMT/IMPS/300000000434/GWALIOR ELECTRICALS LLP/KKBK,,264382.39,124056133.18,S62371274,ICICI
TXN00000440,17/08/26,NEFT CR-HDFC0009812-NASHIK HOSPITALITY PVT LTD-UTR300000000435,,284679.14,124340812.32,8550465106,HDFC
TXN00000441,09-06-2026,NEFT-ICICR52023081854-Haldia Paper,,71745.06,124412557.38,S19858330,ICICI
TXN00000442,04-08-2026,BIL/ONL/300000000437/CCI,,276707.90,124689265.28,S16059922,ICICI
TXN00000443,16/08/26,NEFT-HDFC0004567-KRISHNA PAPER MILLS-5507829345,,135334.57,124824599.85,1384639331,HDFC
TXN00000444,25-08-2026,NEFT-ICICR52023081168-COIMBATORE  DIAGNOSTI,,340094.29,125164694.14,S52027106,ICICI
TXN00000445,27/07/26,ACH C-COIMBATORE PHARMACEUTICALS INDIA-300000000440,,4278.68,125168972.82,1986126679,HDFC
TXN00000446,12-07-2026,NEFT-ICICR52023994949-KANPUR ENTERPRISES  INDIA PRIVATE LIMITED,,363358.57,125532331.39,S62182761,ICICI
TXN00000447,16/08/26,IMPS-300000000442-CUTTACK SOFTWARE SERVICES PRIVATE LIMITED-SBIN,,228614.40,125760945.79,1948631167,HDFC
TXN00000448,10-06-2026,MMT/IMPS/300000000443/Ernakulamhospitalitypvtltd/KKBK,,447784.27,126208730.06,S96972001,ICICI
TXN00000449,23/07/26,NEFT CR-HDFC0009812-GODAVARI REF-UTR300000000444 ,,175338.90,126384068.96,3683125882,HDFC
TXN00000450,26/07/26,IMPS-5104713068-VARANASI CONTAINER-ICIC,,421363.98,126805432.94,3146121946,HDFC
TXN00000451,16/07/26,NEFT-HDFC0004567-AURANGABAD TEXTI-300000000446,,398585.70,127204018.64,3895724879,HDFC
TXN00000452,05-08-2026,BIL/ONL/6491401456/UDP,,493528.23,127697546.87,S96123416,ICICI
TXN00000453,11/07/26,IMPS-300000000448-ERNAKULAM REFRACTORIES LIMITED-UTIB,,92886.11,127790432.98,7405252440,HDFC
TXN00000454,06-07-2026,NEFT/ICICR52024560795/bhopal packaging llp,,243827.99,128034260.97,S45834706,ICICI
TXN00000455,31/07/26,IMPS-5036405952-AURANGABAD PRINTERS  PVT LTD-SBIN,,481548.48,128515809.45,9382735503,HDFC
TXN00000456,07/07/26,NEFT CR-HDFC0002341-GWALIORHANDICRAFTSLLP-UTR300000000451,,386222.90,128902032.35,1607747174,HDFC
